service_request_id,service_code,service_notice,requested_datetime,text,agency_responsible,service_name,lat,long,media_url
ummpm7pborjp4e2ogv46,2809,2020-04-19T13:54:35+03:00,2020-04-22T11:00:03+03:00,"Laho koivu Ystävyydenpuiston ja päiväkoti Vaapukan läheisyydessä sijaisevassa koivikossa. Puu on aivan kaatumaisillaan ja sen verran iso, että voi aiheuttaa vakavia vammoja alle jäävälle. ",Kaupunkiympäristö,General and other feedback,60.2059167,25.0821454,https://asiointi.hel.fi/palautews/rest/v1/attachment/10si7bif1apoko1q43om.png
1r4tu2o193f4unum09bt,2806,2020-03-19T13:55:10+02:00,2020-04-14T15:25:01+03:00,"Laho puuuuuuu",Kaupunkiympäristö,City environment,60.1821823,25.0362389,
rpc27sgm0qme10uea06b,2806,2019-09-23T11:33:40+03:00,2019-09-23T17:15:46+03:00,"Laippatie 19 vastapäätä olevalla p-alueella on useita kilvettömiä ajoneuvoja. Osassa on rikottuja ikkunoita ja renkaita puuttuu.",Kaupunkiympäristö,City environment,60.2109176,25.0486613,https://asiointi.hel.fi/palautews/rest/v1/attachment/raqe1bni3ree7h5hhisg.JPG
3bb100706d7g2gmah9os,2806,2019-09-16T09:40:56+03:00,2019-09-16T13:56:40+03:00,"Laitan tästä Hurstin päivittäisestä jalkakäytävän tukkimisesta kuvan joka päivä kunnes ongelma ratkeaa",Kaupunkiympäristö,City environment,60.1873488,24.9531578,https://asiointi.hel.fi/palautews/rest/v1/attachment/jkrm1kaf1u9lhbmvrnot.JPG
2rprekv9g4mgafdg9ptd,2806,2019-11-26T10:32:12+02:00,2019-11-29T09:44:11+02:00,"Laitapuolen kulkijan leiri tms. ollut merkityssä kohtaa Keskuspuistoa, roskat on jätetty lojumaan ympäriinsä.",Kaupunkiympäristö,City environment,60.2150607,24.910187,
164tqmui71lu9baep9im,2806,2019-07-26T17:23:32+03:00,2019-08-02T15:10:02+03:00,"Laitettu pyöräilijöiden kiusaksi keskelle pyörätietä kun voisi olla reunassakin. Merkin tarpeellisuuskin epäselvä. ei erotu pimeässä. ks. kuva",Kaupunkiympäristö,City environment,60.1623406,24.8998314,
sll5abpha1f3qhltt2bu,2802,2019-08-05T14:54:12+03:00,2019-08-05T15:43:09+03:00,"Laitoin äsken ja toissapäivänä hki-app- palautetta mutta sivu ei taida päivittyä 2.8. jälkeen?!",Kaupunginkanslia,,,,https://asiointi.hel.fi/palautews/rest/v1/attachment/3uf8i4q0gakud4qi55vr.JPG
2nf0m1rkakl1jsg5rdbj,2809,2019-12-22T10:30:58+02:00,2020-01-13T10:34:55+02:00,"Laitoin äsken kartan paikasta, tässä vielä kuva: (0447960048)",Kaupunkiympäristö,General and other feedback,60.2530237,24.8942993,https://asiointi.hel.fi/palautews/rest/v1/attachment/3rpth10lbdvm78emt2h8.HEIC
99813fe995mn4t5gk18h,2809,2020-05-28T09:20:10+03:00,2020-06-01T13:19:27+03:00,"Laitoin n. kuukausi sitten viestin, että päiväkoti Pikku Prinssin rännit ja syöksytorvet (ainakin osittain) ovat tukossa. Syöksytorvet tulvivat yli ja vesi valuu pitkin seiniä. Viime yönä satoi vettä ja kas kummaa, tilanne on sama, puhdistaminen on hoitamatta! Ei mikään ihme, että kaupungin rakennukset homehtuu käsiin. Jos alueen isännöintiä ja huoltoa ei kiinnosta tehdä töitä, niin välittäkää tämä viesti organisaatiossanne tarpeeksi ylös, jospa homma tulisi hoidetuksi ennen talvea?",Kaupunkiympäristö,General and other feedback,60.2754566,25.0260954,
bgi8k9qfkuhgvkr03a8o,2802,2019-12-25T16:09:04+02:00,2019-12-30T08:46:18+02:00,"Laitoin paikkaan sidotun palautteen just tulemaan?, mutta en tiedä onnistuiko se. En saanut mitään kiitos-sivua tai kuittausta sovelluksessa. Eikä kartalle ilmestynyt uutta täppää k.o. kohdalle",Kaupunkiympäristö,,,,
3cndvan9vc2dsiffd1qj,2806,2020-02-23T09:01:22+02:00,2020-02-27T09:40:02+02:00,"Laitoin renkaan varoitukseksi (rengas oli maassa ravintolan vieressä) ",Kaupunkiympäristö,City environment,,,https://asiointi.hel.fi/palautews/rest/v1/attachment/157tbo8b9eida9492487.jpg
1h7389jcqtuomur36ffo,2809,2020-04-04T13:42:04+03:00,2020-04-08T14:04:05+03:00,"Laiton kaatopaikka, metsässä vanha louhoskuoppa täytetty rojuilla. Polun varressa.",Kaupunkiympäristö,General and other feedback,60.2641045,24.8896931,
1qsqr6cobd7i22nll628,2806,2020-02-12T16:55:44+02:00,2020-02-27T12:45:03+02:00,"Laiton kevyenliikenteen väylän työmaakäyttö! Kartan perusteella ei ole voimassaolevaa aluevuokrausta ja työmaan tavarasäilytys on laajennettu kevyenliikenteen väylälle. Toivoisin rakennustarkastajan käyvän sanktioimassa luvattomasta alueen käytöstä, jotta harmaa talous saataisiin kuriin. Kevyenliikenteenväylää on muutenkin käytetty paljon ja ajettu raskaammalla kalustolla, kuin suunniteltu, joten itse kulkuväylä alkaa myös vaurioitua.",Kaupunkiympäristö,City environment,60.2358097,24.874482,https://asiointi.hel.fi/palautews/rest/v1/attachment/bo3prjsu794941h73mha.jpg
3bgp8kphqrbkstafdoc4,2806,2020-01-22T13:55:50+02:00,2020-01-24T08:05:01+02:00,"Laittakaa merkit kuntoon. Nykyinen tilanne aiheuttaa haittaa liikenteelle. Työmaan kohdalla vapaata pysäköintiä.",Kaupunkiympäristö,City environment,60.1947429,24.9487487,https://asiointi.hel.fi/palautews/rest/v1/attachment/1a6eaclddud10vf1dm13.jpg
4e9td22n3tkl0rgg9kbh,2806,2020-05-20T18:46:16+03:00,2020-05-26T16:00:02+03:00,"Laittasaaren Nackapuistossa on vuokrattu osa vanhasta huvilatontista huoltpyhtiölle. Se on levittänyt maa- aineksia, roskia ja työkoneita vuokra-alueen ulkopuolelle ihan rantaan asti. ",Kaupunkiympäristö,City environment,60.1644923,24.8665051,https://asiointi.hel.fi/palautews/rest/v1/attachment/qhe39bo6v6h9uus6vqol.HEIC
k4c0odn1g2dq559u3vps,2807,2019-10-05T13:02:51+03:00,2019-10-07T09:36:56+03:00,"Laituri rikki, polttopuita olisi kiva saada grillipaikoille. Venesataman grillillä ei ole kirvestä.",Kaupunkiympäristö,Culture and leisure,60.1686577,25.3531082,https://asiointi.hel.fi/palautews/rest/v1/attachment/2i429uad2soer9j7h1u8.jpg
28js9u0tksntm53klsfl,3027,2020-05-19T12:35:50+03:00,2020-05-23T17:54:09+03:00,"Laivalahdenkadun pyörätie/jalkakäytävällä, huoltoaseman ajoväylän kohdalla isoja reikiä päällysteessä.",Kaupunkiympäristö,,60.1936169,25.03663,
gs4sb673a7rv96rmnd3j,2809,2020-05-27T12:52:57+03:00,2020-05-29T14:24:53+03:00,"Laivasillankadulla paannejään takia oleva pysäyttämiskielto merkki joutaisi varmaan jo pois. Saataisiin nämäkin paikat asukkaiden käyttöön. ",Kaupunkiympäristö,General and other feedback,60.1680614,24.9339659,https://asiointi.hel.fi/palautews/rest/v1/attachment/40l81qn3qtt8gfq2mk73.jpg
12sp3rael31armq1roh5,2809,2020-02-19T14:10:20+02:00,2020-03-26T12:55:02+02:00,"Laivasillankadun pyörätiellä on pyörinyt jo toista vuotta yksinäinen tietyömerkki betoni possuinensa. ",Kaupunkiympäristö,General and other feedback,60.1642909,24.9529745,
3obi5anka63udsc6dnsk,2809,2019-09-06T14:41:45+03:00,2019-09-10T06:55:04+03:00,"Laivastokadulla taas jotkut liikennemerkit keskellä muutenkin kapeaa pyörätietä! ",Kaupunkiympäristö,General and other feedback,60.1667288,24.9729822,https://asiointi.hel.fi/palautews/rest/v1/attachment/jnej2qrlt2ecofaqqj28.jpg
1t31fmqhrm9m4ss891ic,2806,2019-09-18T15:23:26+03:00,2019-09-19T08:23:32+03:00,"Laivastopuisto",Kaupunkiympäristö,City environment,60.1690722,24.9770152,https://asiointi.hel.fi/palautews/rest/v1/attachment/212rnuldjjpl6cb31khj.jpg
3gb8gh4b3379indqn6qu,2809,2019-10-21T21:14:56+03:00,2019-10-22T13:28:42+03:00,"Lakaisukone kiitos kadun reunat lehdistä vaarallisen liukkaat👎👎👍",Kaupunkiympäristö,General and other feedback,60.1680614,24.9339659,
1g2n0drjo9amjf782tgt,3646,2020-01-07T17:20:13+02:00,2020-01-09T09:31:56+02:00,"Lämmin kiitos ja ruusukimppu Hgin kaupungille mukavasta uuden vuoden lahjasta!",Kulttuuri ja vapaa-aika,,60.2128255,25.0759543,
1oml5d91u48263ulerbq,2806,2019-07-02T13:46:54+03:00,2019-07-04T09:31:53+03:00,"Lampettikuja 3 aluekielto merkistä puuttuu  päättymistä osoittava merkki",Kaupunkiympäristö,City environment,60.2858166,25.0021874,https://asiointi.hel.fi/palautews/rest/v1/attachment/1roqr5mf4143u802q6v6.jpg
34rb4qcjoq9jkql2gjj3,2809,2019-09-24T20:20:06+03:00,2019-09-26T08:25:29+03:00,"Lamppu kuntoon.",Kaupunkiympäristö,General and other feedback,60.2207226,24.8658797,https://asiointi.hel.fi/palautews/rest/v1/attachment/bdf17qiockp43kdks7co.jpg
s2a1jviepu5d4jkl6ggs,2809,2019-12-04T17:29:33+02:00,2019-12-05T13:10:52+02:00,"Lamppu on rikki.",Kaupunkiympäristö,General and other feedback,60.2203186,25.1151753,https://asiointi.hel.fi/palautews/rest/v1/attachment/335r7nstk1ejgjdrtfrb.jpg
2ot00i5mecu3p5rn6s3r,2806,2019-12-04T17:27:39+02:00,2019-12-09T10:32:03+02:00,"Lamppu on rikki.",Kaupunkiympäristö,City environment,60.2214114,25.117705,https://asiointi.hel.fi/palautews/rest/v1/attachment/1psn2han79trtkr5pklm.jpg
18vqgf7k27udlsd0un0r,2806,2019-12-04T17:18:01+02:00,2019-12-09T10:31:37+02:00,"Lamppu on rikki.",Kaupunkiympäristö,City environment,60.2275333,25.1266774,https://asiointi.hel.fi/palautews/rest/v1/attachment/2kvg3d2mqoe01lcvqn57.jpg
1lspif57j7m8flm9kqvn,2806,2019-12-26T18:14:27+02:00,2019-12-30T09:41:58+02:00,"Lamppu palanut ",Kaupunkiympäristö,City environment,60.1591758,24.892836,
3i80p46878o3tisehuf0,2806,2019-12-22T20:29:20+02:00,2019-12-23T14:38:30+02:00,"Lamppu palanut puistosta päibäkodin vierestä.",Kaupunkiympäristö,City environment,60.2062295,25.1226459,
3tdke5sdgm5k3ehhhod7,2806,2020-02-15T13:14:30+02:00,2020-02-17T10:59:42+02:00,"Lamppu sammunut suoraan suojatien kohdalta. Aika vaarallinen paikka.",Kaupunkiympäristö,City environment,60.2159019,25.0629374,
2l0ttnqbofristkl0vbh,2806,2019-11-03T17:45:46+02:00,2019-11-05T12:36:02+02:00,"Lampun vaihtoa kiitos",Kaupunkiympäristö,City environment,60.2499732,24.865706,https://asiointi.hel.fi/palautews/rest/v1/attachment/38kr6st79l7hnv9hts5h.jpg
1eu5jkkb1ijjhv3o31la,2809,2020-03-17T14:34:46+02:00,2020-03-18T14:50:01+02:00,"Lanattava kiireellisesti isoja kuoppia... katumaksut maksettu.ja kkiinteistöverot ilmeisesti VRJ GROUP HOITAA..... TAI PITÄISI HOITAA .... KIITOS?",Kaupunkiympäristö,General and other feedback,60.2786393,25.040412,
2mkaqqv1fdeqld044b83,2809,2020-05-16T11:59:44+03:00,2020-05-20T09:00:02+03:00,"Länsi-Pasilan (Firdonkadun) suunnasta Pasilan asemalle suuntaava pyöräilijä on tukalan paikan edessä, koska kaikki reitit asemalle ovat poikki ja Veturitien yli lähin reitti kulkee Triplan eteläpuolelta. Parannuksena toimisi esteiden järkeistäminen veturitien länsipuolella Firdonkadun ja seuraavan suojatien kohdalla tai suojatien rakentaminen Firdonkadun jatkeeksi Veturitien yli. Mieluummin jälkimmäinen. Pyörän kuljettaminen ostoskeskuksen liukuportaissa laiturialueelle ei ole vaihtoehto. ",Kaupunkiympäristö,General and other feedback,60.1992046,24.9308563,
3b5bodmito8rk0ptrv6f,2809,2019-10-09T12:39:36+03:00,2019-10-11T06:05:01+03:00,"Länsilinkin alikulun seinät ovat likaiset ja pölyiset. Voisiko ne pestä ennen pakkasia?",Kaupunkiympäristö,General and other feedback,60.1631184,24.9219452,
2k451b1c9g724rtkbuu6,2809,2019-11-29T11:19:35+02:00,2019-12-17T15:20:03+02:00,"Länsilinkissä on useitä töhryjä. Voisiko siivota ennen kuin sotketaan vielä pahemmin?",Kaupunkiympäristö,General and other feedback,60.1630111,24.9225758,https://asiointi.hel.fi/palautews/rest/v1/attachment/2c56qv2tqbmo384htsrq.jpg
50u52s06g917mhcg1goi,2806,2020-02-01T12:58:58+02:00,2020-02-03T15:10:26+02:00,"Länsisatamankadulla Länsisatamankujan kohdalla invakuljetusten reitti vaarantaa jalankulkijoiden henkiä. Kuljetukset on siirrettävä kadun varteen ja autoilu kujalle estettävä pollareilla samalla tavalla kuin Jätkäsaarenkujalla, jossa pelastuslaitoksen autot kuitenkin tarvittaessa pääsevät kulkemaan. ",Kaupunkiympäristö,City environment,60.1719987,24.9473789,
28osvv49ogc6eij8113t,2809,2020-05-24T18:43:54+03:00,2020-05-28T15:15:01+03:00,"Länsisatamankatu 36:n edessä. Betoniporsas, jossa on kiinni pysäköintirajoitusmerkki on jätetty kiveyksen viereen ajoradan puolelle. Merkin taakse parkkeeratessa on suuri vaara, että naarmuttaa autonsa betonipossuun vaikka olisi kokenutkin kuski. Useimmiten turvallisimpana ratkaisuna on jättää auto vaan reilusti kauemmas kiveyksestä. Voisiko betonipossun nostaa kiveyksen päälle, jotta sitä ei tarvitsisi väistellä?",Kaupunkiympäristö,General and other feedback,60.1549736,24.9152665,https://asiointi.hel.fi/palautews/rest/v1/attachment/2ost9ql4d8njnpf2o0cc.HEIC
sjop2fog74n743cdpq39,2806,2019-07-03T12:42:12+03:00,2019-07-10T13:03:22+03:00,"Länteen mennessä ao liikenneohjauslevy ständejä 3kpl vasemmalla puolen ajoradan reunassa ilman näkyvää syytä? Unohtuneet?",Kaupunkiympäristö,City environment,60.208135,24.9021986,
2chgdlm48up4ubeal6fu,2809,2020-04-04T12:18:11+03:00,2020-04-08T13:15:02+03:00,"Lanternan sivusta kulkevalla väylällä vain jalkakäytävän puoli putsattu, pyörätiellä on edelleen hiekat.",Kaupunkiympäristö,General and other feedback,60.2092783,25.0623115,https://asiointi.hel.fi/palautews/rest/v1/attachment/39q390sn0mhn0vei5hk5.jpg
3o5pghlrca3eit1ev82r,3486,2019-11-25T13:01:20+02:00,2019-11-26T13:23:57+02:00,"Läntisen Brahenkadun ja Porvoonkadun kulmassa olevan sähkökaapin ovi on vääntynyt auki siten, että sinne mahtuisi työntämään esimerkiksi käsivarren.",Kaupunkiympäristö,,60.1890344,24.9483791,https://asiointi.hel.fi/palautews/rest/v1/attachment/6ff8i2i9tb31ckef42bh.jpg
rges1f904c5iqce3sagd,2806,2019-08-30T17:32:52+03:00,2019-09-02T11:11:39+03:00,"Läntisen sosiaalikeskuksen edessä on rajattu työalue, mutta kartalla ei näy lupaa. Konekaan ei näytä mahtuvan aitojen sisälle. Tämä on eri kuin viereinen Helenin työ.",Kaupunkiympäristö,City environment,60.2300826,24.8834189,https://asiointi.hel.fi/palautews/rest/v1/attachment/36fif0oaerltm212srsc.jpg
2h9bgod5m5kle8l576i2,2809,2019-11-30T21:32:41+02:00,2019-12-18T15:35:03+02:00,"Lapinlahdenkadulla (pohjoisen rautatiekadun kulmassa) on Mechelininkadun työmaan aikaiset merkit tien varressa vaikka työmaa monta kuukautta ollut valmiina. Myös 30m aiemmin merkki Marian sairaalan työmaasta työmaaliittymämerkki vaikka sekin jo tovin ollut valmiina.",Kaupunkiympäristö,General and other feedback,60.1679473,24.9220778,https://asiointi.hel.fi/palautews/rest/v1/attachment/1ne1k42ahth1qlir6ned.jpg
njbugvefdbl4jkl2lpgu,2809,2019-08-07T23:17:03+03:00,2019-08-09T14:40:02+03:00,"Lapinlahdenkadun ja eteläisen rautatiekadun kulmassa on hyvä kasa liikennemerkkejä. Ei varmaan paras tapa asetella näitä vai olisiko aiempien työmaiden merkkejä unohtunut kadulle. Lapinlahdenkadun väliaikaiset merkit voisi muutenkin tarkistaa onko kaikki enää tarpeellisia tai oikeissa paikoissa.",Kaupunkiympäristö,General and other feedback,60.1678128,24.9223123,https://asiointi.hel.fi/palautews/rest/v1/attachment/131f0bmjv02d3lsocdcd.jpg
2aphbrcl24publg3k113,2806,2019-08-06T19:39:31+03:00,2019-08-07T14:54:18+03:00,"Lapinlahdentien ja Mechelininkadun kulmassa tehtiin alkukesästä kaivutöitä ja Mechelininkadun pyörätien rakennustöitä. Suojatien alue ja pieni osuus Lapinlahdentien puolelta on vielä päällystämättä ja kuopilla, etenkin kääntyville pyöräilijöille hankala paikka kun on soraa ja sekalaisia töyssyjä sekä vanhan päällysteen reuna. ",Kaupunkiympäristö,City environment,60.1668426,24.9208916,
jec1k80ldiqka8h1mtv8,2806,2019-11-16T21:01:25+02:00,2019-11-20T14:03:44+02:00,"Lapinmäentien liikennevalottoman suojatien edestä on poistettu hidaste. Toivottavasti se on tulossa takaisin. Suojatie on erittäin vaarallinen. Olen itse meinannut jäädä auton alle ko. kohdassa.",Kaupunkiympäristö,City environment,60.2083574,24.8883113,
12k49pk5t9lv5v6g2qts,2806,2020-04-28T12:09:05+03:00,2020-04-30T08:20:01+03:00,"Lapinmäentien työmaahan ilmeisesti liittyvää pysäköintiä työmaan varastoalueen ulkopuolella nurmikolla. ",Kaupunkiympäristö,City environment,60.2070251,24.8837532,https://asiointi.hel.fi/palautews/rest/v1/attachment/25vrpka08a5ru86jqkdn.HEIC
3qq9fdubf7uto84tlp4a,2809,2020-03-23T18:39:31+02:00,2020-03-26T11:26:20+02:00,"Lapinrinteen ja Lapinlahdenkadun liikennevalo ollut kääntyneenä jo monta viikkoa",Kaupunkiympäristö,General and other feedback,60.1670526,24.9271233,https://asiointi.hel.fi/palautews/rest/v1/attachment/3os3nb1s1nf2q1abkutu.jpg
n7pfmqujis8h2aksadh5,2806,2020-04-13T15:10:00+03:00,2020-04-16T13:32:29+03:00,"Lapparin alueelle tarvittaisikn roskiksia myös Venetsian läheisyyteen ja sinne johtavan rantareitin varteen. Alueella liikkuu nyt erittäkn paljon ihmisiä.",Kaupunkiympäristö,City environment,60.166729,24.9115258,
2h9d85o0iuh9bfqfrblk,2809,2020-01-31T21:47:08+02:00,2020-02-04T09:25:01+02:00,"Lappeentie 16 työmaa levittäytyy jälleen kerran katualueelle.",Kaupunkiympäristö,General and other feedback,60.221397,25.1025859,https://asiointi.hel.fi/palautews/rest/v1/attachment/15jgp990nbgrephnci5a.jpg
3ntckveqjhv90dhvpdb0,2806,2019-11-27T08:42:37+02:00,2020-01-13T10:15:09+02:00,"Lappeentie16 rakennustyömaa levittäytyy kadulle eli lavaa ja poraa säilytetään katualueella. Myös kadun adukkaat pääsääntöisesti pysäköivät kapealla kadulla, kun autot eivät mahdu omiin pihoihin esim. Romun tai laiskuuden takia, joka on talvella hankalaa. Lappeentielle tarvitaan pysyvä tai vähintäänkin rakennusaikainen pysäköintikielto.",Kaupunkiympäristö,City environment,60.2212898,25.1019,https://asiointi.hel.fi/palautews/rest/v1/attachment/3qcllbjm5mfbk9sia3v6.jpg
tboppkp8hhcj0jd95nui,2809,2019-10-26T20:52:37+03:00,2019-11-06T16:47:33+02:00,"Lappeentielle on saatava aluepysäköintikieltotai parkkikiekolla max. 24h jotta autojen ja peräkärryjen säilytys kadulla loppuu. Nyt Sippolankujan asukkaat säilyttävät peräkärryjään lappeentiellä, koska Sippolankujalla on aluepysäköintikielto. Miksi Sippolankujalle on saatu aluepysäköintikielto mutta muualla sitä ei ole?",Kaupunkiympäristö,General and other feedback,60.220005,25.103646,https://asiointi.hel.fi/palautews/rest/v1/attachment/2g9h3ij5d3ngesj0dpko.jpg
1dv7fs924g7jikkmfv0h,2806,2020-04-16T15:08:21+03:00,2020-04-17T16:25:01+03:00,"Lappeentien katualuetta käytetään läheisen rakennustyömaan varastona, joka runsaan kadunvarsipysäköinnin kanssa kaventaa katua kohtuuttomasti.",Kaupunkiympäristö,City environment,60.2214732,25.0677292,https://asiointi.hel.fi/palautews/rest/v1/attachment/2nomdr8u3io08jt263pb.jpg
2t5hdr1evpka6i6ni6nr,2809,2019-08-17T23:29:49+03:00,2019-08-19T13:45:09+03:00,"Lapsi juoksi baanalle pyörääni päin ja sai kovan osuman. Ei selkeästikään hahmottanut tilan jakavaa viivaa. Pyöräväylää levennettävä ja väliin korkeuserotus.",Kaupunkiympäristö,General and other feedback,60.1721636,24.9346962,
1eld8aoqovj9rnkhquj9,2809,2019-12-29T13:13:02+02:00,2019-12-30T14:46:42+02:00,"Lasi rikottu bussipysäkillä Hevosmiehenkatu",Kaupunkiympäristö,General and other feedback,60.2552046,25.0636991,https://asiointi.hel.fi/palautews/rest/v1/attachment/2nl3pc767fm90o0c1d9q.HEIC
27j3ufun5ath7jaqcgd2,2809,2019-09-11T20:57:58+03:00,2019-09-16T07:20:02+03:00,"Lasia iso kasa ja siruja on levinnyt kaustisenpolku ja koko kannelpolun alueelle autojen renkaiden mukana. Sirut puhkovat herkästi polkupyörän renkaita. Tarvitaan lakaisukone siivoamaan sirut kannelpolulta (päiväkodilta) kaustisentien kääntöpaikalle ja kaustisentieltä kannelpolulle, kannelpolku lähes koko matkalta, sekä huilupolkua. Tilanne oli tämä ainakin ke 11.9 aamulla.",Kaupunkiympäristö,General and other feedback,60.2392428,24.8793608,https://asiointi.hel.fi/palautews/rest/v1/attachment/7dunphap3agjdi6fq8at.jpg
28ie032lj79e0abqm860,2809,2019-08-17T23:26:46+03:00,2019-08-27T09:10:04+03:00,"Lasia tiellä",Kaupunkiympäristö,General and other feedback,60.1882822,24.9529943,
1gse3thv75jdnttrbn58,2809,2019-08-13T18:40:46+03:00,2019-08-14T14:44:40+03:00,"Lasinsirua suojatiellä",Kaupunkiympäristö,General and other feedback,60.2079711,24.899025,
1844vpjrbh0e9avd7lsb,2806,2019-11-20T19:34:54+02:00,2019-11-22T08:35:02+02:00,"Lasinsiruja kevarilla",Kaupunkiympäristö,City environment,60.2627389,25.0246581,https://asiointi.hel.fi/palautews/rest/v1/attachment/29efu79589shuhdgljlo.jpg
3i18npedob8e726ad33a,2806,2019-08-28T18:45:38+03:00,2019-08-29T14:10:01+03:00,"Lasinsiruja metroradan alittavalla pyörätiellä, potkin enimmät pois. Voisitteko tulla siivoamaan pyörätien?",Kaupunkiympäristö,City environment,60.2092458,25.0546285,https://asiointi.hel.fi/palautews/rest/v1/attachment/3e8vf9v96c92q6s1p1lc.jpg
2acl99ug34tlj9ouiv72,2809,2020-04-01T20:13:30+03:00,2020-04-06T14:10:04+03:00,"Lasinsiruja pyöräkaistalla",Kaupunkiympäristö,General and other feedback,60.1859259,24.9410669,
uupvvgnb9dlhrtanh5ad,2809,2020-05-07T14:53:10+03:00,2020-05-11T11:39:45+03:00,"Lasinsiruja.",Kaupunkiympäristö,General and other feedback,60.1865677,24.9524741,
gppbldvr0slruk929ij1,2806,2019-08-14T15:26:27+03:00,2019-08-16T11:10:02+03:00,"Lasipullot oli siivottu, mutta lasinsirut jäivät lakaisematta. Ei tainnut siivoajalla olla harjaa mukana?",Kaupunkiympäristö,City environment,60.1881615,24.9702611,
2ugn5558v86v6bqmnkbc,3002,2020-02-17T21:14:11+02:00,2020-02-19T10:30:01+02:00,"Lastatiellä keskuspuistoon menevän kävelykadun yli kaatui puu noin 20.30. Olin koiran ja vaimoni kanssa lenkillä, jolloin pystyynkuollut puu narahti kerran ja tunnistin äänestä.,että kohta rysähtää. Huusin raskaana olevalle vaimolle, että juokse ja vedin häntä mukaani. Vaimoni kaatui kyljelleen ja puu rysähti alas hänestä noin 1-1.5 metrin päähän. Jos hän olisi ollut ilman minua lenkillä, hän olisi jäänyt kaatuvan puun alle. Joudumme lähtemään päivystykseen tarkastamaan, että vauvalle ei ole sattunut mitään. On aivan uskomatonta, että kävelyteiden varrella on lukematon määrä pystyynkuolleita puita. Olen useasti niitä katsellut lenkkeillessäni Keskuspuiston ympäristössä. Asialle olisi syytä tehdä jotain. Tällä kertaa tuurilla kenellekään ei sattunut ketään. ",Kaupunkiympäristö,,60.2385879,24.9143647,
30bnt6b7bqvlbsq47hke,2809,2019-08-14T12:15:19+03:00,2019-08-27T11:55:03+03:00,"Lastaus paikan liikennemerkki kääntynyt niin ettei näy kadulle. Voisiko sen asettaa niin että on luettavissa?",Kaupunkiympäristö,General and other feedback,60.1680614,24.9339659,https://asiointi.hel.fi/palautews/rest/v1/attachment/q0ee4s4uvjb1nh9lrb4h.jpg
1bsjeegv3017k3iodfbd,2806,2020-04-01T15:35:41+03:00,2020-04-02T12:35:21+03:00,"Lasten käytössä olevan Piianpuiston vieressä homehtuu tämä vallattunakin ollut talo, voisiko edes karahkat ja risut siivota jos ei muuhun ole varaa? Ennen valtausta juuri kunnostetussa rakennuksessa toimi harrastajateatteri jolle ei myönnetty tukea. Onko tarkoitus houkutella tontille hyönteisiä vai?",Kaupunkiympäristö,City environment,60.2453104,24.8612474,https://asiointi.hel.fi/palautews/rest/v1/attachment/5ssuqlnt2rc15n87hutv.JPG
3ecp8l6evrt78kfais08,2806,2019-09-22T10:05:20+03:00,2019-11-04T09:15:03+02:00,"Lasten keinu rikki",Kaupunkiympäristö,City environment,60.1577516,24.875608,
13k4vrmriv0niss4t0mj,2806,2019-09-01T19:11:31+03:00,2019-09-02T10:02:47+03:00,"Latokartanontie 16 tiloissa on väistössä Vartiokylän ala-asteen 450 oppilasta iältään 7-12v. Väistökoulun kohdalla on 40 rajoitus ja autot ajavat huomattavan kovaa koulun kohdalla. Tilat ovat olleet pitkään tyhjinä, niin autoilijat eivät ole tottuneet alueella liikkuviin pieniin lapsiin. Nopeusrajoituksen laskemisen lisäksi tulisi olla koululaisista varoittava liikennemerkki sekä mielellään myös yhteistyötä poliisin kanssa liikennevalvonnan osalta. Vartiokylän a-a:n väistön jälkeen tiloihin on tulossa väistöön päiväkoti-ikäisiä lapsia 2020 keväällä.",Kaupunkiympäristö,City environment,60.2414686,25.016392,
1fmujt8kqiebu1sj16v8,2806,2019-11-18T20:49:00+02:00,2019-11-20T10:57:28+02:00,"Latupohjaa varten tehty tasoitusta, samalla tasoitettu oja, joka ohjannut vedet pois alueelta. Seurauksena puut kuolevat pystyyn ja vesi tulvii tielle ympäri vuoden. Voisiko ojan kaivaa takaisin tai salaojitta paikan. Viereisen golfkentän vedet jo ohjattu läheiseen metsään joka jo kuollut pystyyn. Näinkö tuhotaan Keskuspuistoa?",Kulttuuri ja vapaa-aika / Liikunta,City environment,60.2590632,24.9347581,https://asiointi.hel.fi/palautews/rest/v1/attachment/22bhoaie5n68s4mq2n7a.JPG
1bt0mpgg21knfnlju7lm,2809,2019-08-17T09:06:43+03:00,2019-08-19T11:49:06+03:00,"Lauantai aamuna järkyttävä kunto. Tupakantumppeja, tölkkejä, pulloja ja sähköpotkulautoja. Valvontaa yöksi palmia / poliisi?",Kaupunkiympäristö,General and other feedback,60.1831453,24.9451626,
86s1l6v9nmnnbphu6vf2,2984,2020-05-11T10:23:06+03:00,2020-05-13T10:06:50+03:00,"Lauantaina 9.5. noin klo 16 ja 20 välillä jätetty tällaiset (kuvatiedosto ) kävelyreitille välillä Rosalankujalta kohti Päätietä. Rikollista toimintaa!",Kaupunkiympäristö,,60.1746539,25.0281233,https://asiointi.hel.fi/palautews/rest/v1/attachment/2jknpvm1t5jm5gvgdc0h.jpg
